Site_name,Plot_no,Site_plot_code,Date,Tree_individual_no,Tree_ID,Tree_dbh_cm,Tree_height_m,Tree_N_lianas,Liana_dbh_cm,Tree_notes,Subplot_radius_m
SekarImejParcel5,2,F11P2,10/02/2017,2182,Dryobalanops keithii,57,NA,20,2.5,,30
SekarImejParcel5,2,F11P2,10/02/2017,2182,Dryobalanops keithii,57,NA,20,2,,30
SekarImejParcel5,2,F11P2,10/02/2017,2182,Dryobalanops keithii,57,NA,20,6,,30
SekarImejParcel5,2,F11P2,10/02/2017,2182,Dryobalanops keithii,57,NA,20,5.5,,30
SekarImejParcel5,2,F11P2,10/02/2017,2182,Dryobalanops keithii,57,NA,20,2,,30
SekarImejParcel5,2,F11P2,10/02/2017,2182,Dryobalanops keithii,57,NA,20,2,,30
SekarImejParcel5,2,F11P2,10/02/2017,2182,Dryobalanops keithii,57,NA,20,4,,30
SekarImejParcel5,2,F11P2,10/02/2017,2182,Dryobalanops keithii,57,NA,20,4,,30
SekarImejParcel5,3,F11P3,10/03/2017,2186,Diospyros,14.4,13,2,3.8,,20
SekarImejParcel5,3,F11P3,10/03/2017,2186,Diospyros,14.4,13,2,4.4,,20
SekarImejParcel5,3,F11P3,10/03/2017,2190,Dysoxylum,10.7,8,1,3.3,,20
SekarImejParcel5,3,F11P3,10/03/2017,2199,Paranephelium,12.2,NA,2,2.2,,20
SekarImejParcel5,3,F11P3,10/03/2017,2199,Paranephelium,12.2,NA,2,2,,20
SekarImejParcel5,3,F11P3,10/03/2017,2201,Canarium,17.8,13,1,2.2,,20
SekarImejParcel5,3,F11P3,10/03/2017,2209,Pternandra,29.9,10,2,4.2,,30
SekarImejParcel5,3,F11P3,10/03/2017,2209,Pternandra,29.9,10,2,6.6,,30
SekarImejParcel5,3,F11P3,10/03/2017,2210,Pternandra,23.3,NA,5,5.2,Multiple stems,20
SekarImejParcel5,3,F11P3,10/03/2017,2210,Pternandra,23.3,NA,5,8.8,Multiple stems,20
SekarImejParcel5,3,F11P3,10/03/2017,2210,Pternandra,23.3,NA,5,3.9,Multiple stems,20
SekarImejParcel5,3,F11P3,10/03/2017,2210,Pternandra,23.3,NA,5,6.1,Multiple stems,20
SekarImejParcel5,3,F11P3,10/03/2017,2210,Pternandra,23.3,NA,5,6.2,Multiple stems,20
SekarImejParcel5,3,F11P3,10/03/2017,2212,Myristica,40.9,35,2,5.7,,30
SekarImejParcel5,3,F11P3,10/03/2017,2212,Myristica,40.9,35,2,8.4,,30
SekarImejParcel5,3,F11P3,10/03/2017,2215,Artocarpus,34.6,NA,6,9.9,,30
SekarImejParcel5,3,F11P3,10/03/2017,2215,Artocarpus,34.6,NA,6,4.3,,30
SekarImejParcel5,3,F11P3,10/03/2017,2215,Artocarpus,34.6,NA,6,5.1,,30
SekarImejParcel5,3,F11P3,10/03/2017,2215,Artocarpus,34.6,NA,6,3.9,,30
SekarImejParcel5,3,F11P3,10/03/2017,2215,Artocarpus,34.6,NA,6,4.3,,30
SekarImejParcel5,3,F11P3,10/03/2017,2215,Artocarpus,34.6,NA,6,2.6,,30
SekarImejParcel5,3,F11P3,10/03/2017,2218,Melicope,26.8,NA,8,2,,30
SekarImejParcel5,3,F11P3,10/03/2017,2218,Melicope,26.8,NA,8,3.5,,30
SekarImejParcel5,3,F11P3,10/03/2017,2218,Melicope,26.8,NA,8,5.9,,30
SekarImejParcel5,3,F11P3,10/03/2017,2218,Melicope,26.8,NA,8,4,,30
SekarImejParcel5,3,F11P3,10/03/2017,2218,Melicope,26.8,NA,8,2.5,,30
SekarImejParcel5,3,F11P3,10/03/2017,2218,Melicope,26.8,NA,8,2,,30
SekarImejParcel5,3,F11P3,10/03/2017,2218,Melicope,26.8,NA,8,3.5,,30
SekarImejParcel5,3,F11P3,10/03/2017,2218,Melicope,26.8,NA,8,3,,30
SekarImejParcel5,3,F11P3,10/03/2017,2219,Lindera,27.1,NA,9,4.2,,30
SekarImejParcel5,3,F11P3,10/03/2017,2219,Lindera,27.1,NA,9,2,,30
SekarImejParcel5,3,F11P3,10/03/2017,2219,Lindera,27.1,NA,9,3,,30
SekarImejParcel5,3,F11P3,10/03/2017,2219,Lindera,27.1,NA,9,2,,30
SekarImejParcel5,3,F11P3,10/03/2017,2219,Lindera,27.1,NA,9,2,,30
SekarImejParcel5,3,F11P3,10/03/2017,2219,Lindera,27.1,NA,9,2,,30
SekarImejParcel5,3,F11P3,10/03/2017,2219,Lindera,27.1,NA,9,2.3,,30
SekarImejParcel5,3,F11P3,10/03/2017,2219,Lindera,27.1,NA,9,2.5,,30
SekarImejParcel5,3,F11P3,10/03/2017,2219,Lindera,27.1,NA,9,2.7,,30
SekarImejParcel5,3,F11P3,10/03/2017,2220,Gironniera,17.8,NA,4,2,,20
SekarImejParcel5,3,F11P3,10/03/2017,2220,Gironniera,17.8,NA,4,2.3,,20
SekarImejParcel5,3,F11P3,10/03/2017,2220,Gironniera,17.8,NA,4,2,,20
SekarImejParcel5,3,F11P3,10/03/2017,2220,Gironniera,17.8,NA,4,2.5,,20
SekarImejParcel5,3,F11P3,10/03/2017,2225,Dipterocarpus,14.9,18,3,2.6,,20
SekarImejParcel5,3,F11P3,10/03/2017,2225,Dipterocarpus,14.9,18,3,3.7,,20
SekarImejParcel5,3,F11P3,10/03/2017,2225,Dipterocarpus,14.9,18,3,2.2,,20
SekarImejParcel5,3,F11P3,10/03/2017,2232,Syzygium,24.3,NA,1,6.3,,20
SekarImejParcel5,3,F11P3,10/03/2017,2233,Lithocarpus,22.2,NA,2,3.8,,20
SekarImejParcel5,3,F11P3,10/03/2017,2233,Lithocarpus,22.2,NA,2,2.6,,20
SekarImejParcel5,3,F11P3,10/03/2017,2235,Shorea leprosula,35.4,NA,1,5.6,,30
SekarImejParcel5,3,F11P3,10/03/2017,2241,Terminalia,33.3,NA,1,3.4,,30
SekarImejParcel5,3,F11P3,10/03/2017,2242,Lophopetalum,30.1,20,5,3.9,,30
SekarImejParcel5,3,F11P3,10/03/2017,2242,Lophopetalum,30.1,20,5,3.4,,30
SekarImejParcel5,3,F11P3,10/03/2017,2242,Lophopetalum,30.1,20,5,2.9,,30
SekarImejParcel5,3,F11P3,10/03/2017,2242,Lophopetalum,30.1,20,5,2.2,,30
SekarImejParcel5,3,F11P3,10/03/2017,2242,Lophopetalum,30.1,20,5,8.9,,30
SekarImejParcel5,3,F11P3,10/03/2017,2244,Lophopetalum,20.6,NA,3,4.6,,20
SekarImejParcel5,3,F11P3,10/03/2017,2244,Lophopetalum,20.6,NA,3,2.4,,20
SekarImejParcel5,3,F11P3,10/03/2017,2244,Lophopetalum,20.6,NA,3,4.6,,20
SekarImejParcel5,3,F11P3,10/03/2017,2245,Canarium,32.3,NA,3,2.8,,30
SekarImejParcel5,3,F11P3,10/03/2017,2245,Canarium,32.3,NA,3,2.9,,30
SekarImejParcel5,3,F11P3,10/03/2017,2245,Canarium,32.3,NA,3,5.4,,30
SekarImejParcel5,3,F11P3,10/03/2017,2247,Dehaasia,14.1,NA,1,4.3,,20
SekarImejParcel5,3,F11P3,10/03/2017,2248,Gironniera,40.4,NA,3,5,,30
SekarImejParcel5,3,F11P3,10/03/2017,2248,Gironniera,40.4,NA,3,3,,30
SekarImejParcel5,3,F11P3,10/03/2017,2248,Gironniera,40.4,NA,3,4.9,,30
SekarImejParcel5,3,F11P3,10/03/2017,2249,Gironniera,19.4,NA,1,4.8,,20
SekarImejParcel5,3,F11P3,10/03/2017,2252,Glochidion,13.4,NA,1,5.3,Multiple stems,20
SekarImejParcel5,3,F11P3,10/03/2017,2253,Callicarpa,50,30,16,12,,30
SekarImejParcel5,3,F11P3,10/03/2017,2253,Callicarpa,50,30,16,8,,30
SekarImejParcel5,3,F11P3,10/03/2017,2253,Callicarpa,50,30,16,6,,30
SekarImejParcel5,3,F11P3,10/03/2017,2253,Callicarpa,50,30,16,6,,30
SekarImejParcel5,3,F11P3,10/03/2017,2253,Callicarpa,50,30,16,5,,30
SekarImejParcel5,3,F11P3,10/03/2017,2253,Callicarpa,50,30,16,3,,30
SekarImejParcel5,3,F11P3,10/03/2017,2253,Callicarpa,50,30,16,4,,30
SekarImejParcel5,3,F11P3,10/03/2017,2253,Callicarpa,50,30,16,3.5,,30
SekarImejParcel5,3,F11P3,10/03/2017,2253,Callicarpa,50,30,16,2,,30
SekarImejParcel5,3,F11P3,10/03/2017,2253,Callicarpa,50,30,16,2.5,,30
SekarImejParcel5,3,F11P3,10/03/2017,2253,Callicarpa,50,30,16,2.6,,30
SekarImejParcel5,3,F11P3,10/03/2017,2253,Callicarpa,50,30,16,2.5,,30
SekarImejParcel5,3,F11P3,10/03/2017,2253,Callicarpa,50,30,16,3,,30
SekarImejParcel5,3,F11P3,10/03/2017,2253,Callicarpa,50,30,16,2.5,,30
SekarImejParcel5,3,F11P3,10/03/2017,2253,Callicarpa,50,30,16,2,,30
SekarImejParcel5,3,F11P3,10/03/2017,2253,Callicarpa,50,30,16,2,,30
SekarImejParcel5,3,F11P3,10/03/2017,2254,Actinodaphne,11.4,10,1,3.8,,20
SekarImejParcel5,3,F11P3,10/03/2017,2255,Pternandra,22.6,NA,2,3.6,,20
SekarImejParcel5,3,F11P3,10/03/2017,2255,Pternandra,22.6,NA,2,5.3,,20
SekarImejParcel5,3,F11P3,10/03/2017,2256,Gironniera,23.1,NA,2,6.8,,20
SekarImejParcel5,3,F11P3,10/03/2017,2256,Gironniera,23.1,NA,2,2,,20
SekarImejParcel5,3,F11P3,10/03/2017,2258,Aglaia,40,NA,4,3.9,,30
SekarImejParcel5,3,F11P3,10/03/2017,2258,Aglaia,40,NA,4,3.4,,30
SekarImejParcel5,3,F11P3,10/03/2017,2258,Aglaia,40,NA,4,4.4,,30
SekarImejParcel5,3,F11P3,10/03/2017,2258,Aglaia,40,NA,4,5.8,,30
SekarImejParcel5,3,F11P3,10/03/2017,2260,Alstonia,30.4,NA,1,4.1,,30
SekarImejParcel5,3,F11P3,10/03/2017,2267,Syzygium,24.2,NA,1,3,,20
SekarImejParcel5,3,F11P3,10/03/2017,2268,Aglaia,24.1,NA,2,2.4,,20
SekarImejParcel5,3,F11P3,10/03/2017,2268,Aglaia,24.1,NA,2,2.5,,20
SekarImejParcel5,3,F11P3,10/03/2017,2270,Pternandra,16.2,NA,3,7.4,,20
SekarImejParcel5,3,F11P3,10/03/2017,2270,Pternandra,16.2,NA,3,4.3,,20
SekarImejParcel5,3,F11P3,10/03/2017,2270,Pternandra,16.2,NA,3,4.8,,20
SapiSugutKoperasi,3,F12P3,10/05/2017,2287,Dehaasia,48,25,6,4.2,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2287,Dehaasia,48,25,6,5,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2287,Dehaasia,48,25,6,3,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2287,Dehaasia,48,25,6,2.8,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2287,Dehaasia,48,25,6,2,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2287,Dehaasia,48,25,6,3.1,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2290,Shorea macroptera,40.9,NA,6,7.4,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2290,Shorea macroptera,40.9,NA,6,4.9,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2290,Shorea macroptera,40.9,NA,6,4.3,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2290,Shorea macroptera,40.9,NA,6,4.1,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2290,Shorea macroptera,40.9,NA,6,4.9,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2290,Shorea macroptera,40.9,NA,6,3.5,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2300,Chisocheton,12.2,10,1,4,,20
SapiSugutKoperasi,3,F12P3,10/05/2017,2303,Helicia,30.4,15,6,5.4,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2303,Helicia,30.4,15,6,3.9,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2303,Helicia,30.4,15,6,4.1,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2303,Helicia,30.4,15,6,4.8,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2303,Helicia,30.4,15,6,8.3,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2303,Helicia,30.4,15,6,4.6,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2304,Shorea,29.1,NA,7,7.2,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2304,Shorea,29.1,NA,7,4.6,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2304,Shorea,29.1,NA,7,5.6,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2304,Shorea,29.1,NA,7,2.2,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2304,Shorea,29.1,NA,7,5.3,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2304,Shorea,29.1,NA,7,2.5,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2304,Shorea,29.1,NA,7,3.6,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2308,Shorea,40.2,NA,4,4.5,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2308,Shorea,40.2,NA,4,3.6,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2308,Shorea,40.2,NA,4,5.3,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2308,Shorea,40.2,NA,4,3.4,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2309,Croton,33,NA,1,6.1,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2312,Dialium kunstleri,46,35,1,9.1,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2314,Shorea,32,30,3,3.1,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2314,Shorea,32,30,3,3.4,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2314,Shorea,32,30,3,3.1,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2316,Glochidion,17.2,NA,2,3.1,,20
SapiSugutKoperasi,3,F12P3,10/05/2017,2316,Glochidion,17.2,NA,2,2.9,,20
SapiSugutKoperasi,3,F12P3,10/05/2017,2317,Macaranga gigantea,20.9,15,1,5.1,,20
SapiSugutKoperasi,3,F12P3,10/05/2017,2320,Microcos,13.1,NA,5,3.1,,20
SapiSugutKoperasi,3,F12P3,10/05/2017,2320,Microcos,13.1,NA,5,2.9,,20
SapiSugutKoperasi,3,F12P3,10/05/2017,2320,Microcos,13.1,NA,5,2.6,,20
SapiSugutKoperasi,3,F12P3,10/05/2017,2320,Microcos,13.1,NA,5,2.3,,20
SapiSugutKoperasi,3,F12P3,10/05/2017,2320,Microcos,13.1,NA,5,2.9,,20
SapiSugutKoperasi,3,F12P3,10/05/2017,2323,Hopea nervosa,15.8,NA,3,3.1,,20
SapiSugutKoperasi,3,F12P3,10/05/2017,2323,Hopea nervosa,15.8,NA,3,4.1,,20
SapiSugutKoperasi,3,F12P3,10/05/2017,2323,Hopea nervosa,15.8,NA,3,2.7,,20
SapiSugutKoperasi,3,F12P3,10/05/2017,2327,Archidendron,22.2,NA,4,4.6,,20
SapiSugutKoperasi,3,F12P3,10/05/2017,2327,Archidendron,22.2,NA,4,6.2,,20
SapiSugutKoperasi,3,F12P3,10/05/2017,2327,Archidendron,22.2,NA,4,3.1,,20
SapiSugutKoperasi,3,F12P3,10/05/2017,2327,Archidendron,22.2,NA,4,3.1,,20
SapiSugutKoperasi,3,F12P3,10/05/2017,2329,Hopea nervosa,23.4,14,3,4.2,,20
SapiSugutKoperasi,3,F12P3,10/05/2017,2329,Hopea nervosa,23.4,14,3,2.5,,20
SapiSugutKoperasi,3,F12P3,10/05/2017,2329,Hopea nervosa,23.4,14,3,3.6,,20
SapiSugutKoperasi,3,F12P3,10/05/2017,2330,Neesia,12,10,5,2,,20
SapiSugutKoperasi,3,F12P3,10/05/2017,2330,Neesia,12,10,5,2.5,,20
SapiSugutKoperasi,3,F12P3,10/05/2017,2330,Neesia,12,10,5,2.3,,20
SapiSugutKoperasi,3,F12P3,10/05/2017,2330,Neesia,12,10,5,2.3,,20
SapiSugutKoperasi,3,F12P3,10/05/2017,2330,Neesia,12,10,5,2.5,,20
SapiSugutKoperasi,3,F12P3,10/05/2017,2331,Macaranga pearsonii,20.3,NA,2,3.4,,20
SapiSugutKoperasi,3,F12P3,10/05/2017,2331,Macaranga pearsonii,20.3,NA,2,2.4,,20
SapiSugutKoperasi,3,F12P3,10/05/2017,2334,Macaranga pearsonii,22,NA,2,3.2,,20
SapiSugutKoperasi,3,F12P3,10/05/2017,2334,Macaranga pearsonii,22,NA,2,2.4,,20
SapiSugutKoperasi,3,F12P3,10/05/2017,2339,Drypetes,36,20,7,3.9,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2339,Drypetes,36,20,7,8.6,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2339,Drypetes,36,20,7,4.2,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2339,Drypetes,36,20,7,4.3,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2339,Drypetes,36,20,7,11.8,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2339,Drypetes,36,20,7,2.6,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2339,Drypetes,36,20,7,2.4,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2342,Vatica,13.9,NA,1,4.4,,20
SapiSugutKoperasi,3,F12P3,10/05/2017,2348,Shorea,28.1,25,2,2.3,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2348,Shorea,28.1,25,2,3.7,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2356,Shorea,47,30,2,3.3,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2356,Shorea,47,30,2,6.4,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2357,Lithocarpus,34,NA,1,5.8,,30
SapiSugutKoperasi,3,F12P3,10/05/2017,2359,Drypetes,17.9,NA,2,3.4,,20
SapiSugutKoperasi,3,F12P3,10/05/2017,2359,Drypetes,17.9,NA,2,4.8,,20
SapiSugutKoperasi,2,F12P2,10/05/2017,2394,Neonauclea,18.9,NA,1,3.9,,20
SapiSugutKoperasi,2,F12P2,10/05/2017,2398,Macaranga pearsonii,24.9,15,2,3.6,,20
SapiSugutKoperasi,2,F12P2,10/05/2017,2398,Macaranga pearsonii,24.9,15,2,3.1,,20
SapiSugutKoperasi,2,F12P2,10/05/2017,2403,Artocarpus,38,15,2,6.5,,30
SapiSugutKoperasi,2,F12P2,10/05/2017,2403,Artocarpus,38,15,2,5.4,,30
SapiSugutKoperasi,2,F12P2,10/05/2017,2407,Dehaasia,11.2,NA,1,2.8,,20
SapiSugutKoperasi,2,F12P2,10/05/2017,2409,Artocarpus,24,NA,3,2,,20
SapiSugutKoperasi,2,F12P2,10/05/2017,2409,Artocarpus,24,NA,3,3,,20
SapiSugutKoperasi,2,F12P2,10/05/2017,2409,Artocarpus,24,NA,3,2.5,,20
SapiSugutKoperasi,2,F12P2,10/05/2017,2412,Syzygium,27,NA,4,3.5,,30
SapiSugutKoperasi,2,F12P2,10/05/2017,2412,Syzygium,27,NA,4,4.2,,30
SapiSugutKoperasi,2,F12P2,10/05/2017,2412,Syzygium,27,NA,4,4.6,,30
SapiSugutKoperasi,2,F12P2,10/05/2017,2412,Syzygium,27,NA,4,4.2,,30
SapiSugutKoperasi,2,F12P2,10/05/2017,2413,Pternandra,26,NA,3,11.9,,30
SapiSugutKoperasi,2,F12P2,10/05/2017,2413,Pternandra,26,NA,3,6.4,,30
SapiSugutKoperasi,2,F12P2,10/05/2017,2413,Pternandra,26,NA,3,3.2,,30
SapiSugutKoperasi,2,F12P2,10/05/2017,2422,Macaranga pearsonii,14.3,NA,1,2.2,,20
SapiSugutKoperasi,2,F12P2,10/05/2017,2423,Teijsmanniodendron,10.2,8,1,2.5,,20
SapiSugutKoperasi,2,F12P2,10/05/2017,2425,Hopea,14.3,NA,1,3.7,,20
SapiSugutKoperasi,2,F12P2,10/05/2017,2426,Diospyros,11.1,NA,1,2.4,,20
SapiSugutKoperasi,2,F12P2,10/05/2017,2428,Tabernaemontana,32.8,18,7,5.4,,30
SapiSugutKoperasi,2,F12P2,10/05/2017,2428,Tabernaemontana,32.8,18,7,5.3,,30
SapiSugutKoperasi,2,F12P2,10/05/2017,2428,Tabernaemontana,32.8,18,7,3.9,,30
SapiSugutKoperasi,2,F12P2,10/05/2017,2428,Tabernaemontana,32.8,18,7,3.1,,30
SapiSugutKoperasi,2,F12P2,10/05/2017,2428,Tabernaemontana,32.8,18,7,2.3,,30
SapiSugutKoperasi,2,F12P2,10/05/2017,2428,Tabernaemontana,32.8,18,7,4.8,,30
SapiSugutKoperasi,2,F12P2,10/05/2017,2428,Tabernaemontana,32.8,18,7,5.4,,30
SapiSugutKoperasi,2,F12P2,10/05/2017,2429,Hopea nervosa,14.2,NA,2,2.3,,20
SapiSugutKoperasi,2,F12P2,10/05/2017,2429,Hopea nervosa,14.2,NA,2,4,,20
SapiSugutKoperasi,2,F12P2,10/05/2017,2433,Monoon,14.1,NA,1,5.2,,20
SapiSugutKoperasi,2,F12P2,10/05/2017,2436,Calophyllum,27,18,3,6.4,,30
SapiSugutKoperasi,2,F12P2,10/05/2017,2436,Calophyllum,27,18,3,5.2,,30
SapiSugutKoperasi,2,F12P2,10/05/2017,2436,Calophyllum,27,18,3,3.1,,30
SapiSugutKoperasi,2,F12P2,10/05/2017,2437,Pternandra,35,NA,2,3.4,,30
SapiSugutKoperasi,2,F12P2,10/05/2017,2437,Pternandra,35,NA,2,2.4,,30
SapiSugutKoperasi,2,F12P2,10/05/2017,2445,Hopea nervosa,10.5,NA,4,8.8,,20
SapiSugutKoperasi,2,F12P2,10/05/2017,2445,Hopea nervosa,10.5,NA,4,4.8,,20
SapiSugutKoperasi,2,F12P2,10/05/2017,2445,Hopea nervosa,10.5,NA,4,4.1,,20
SapiSugutKoperasi,2,F12P2,10/05/2017,2445,Hopea nervosa,10.5,NA,4,5.2,,20
SapiSugutKoperasi,2,F12P2,10/05/2017,2447,Myristica,12.1,12,1,2.9,,20
SapiSugutKoperasi,1,F12P1,10/06/2017,2452,Ficus,42,16,2,2,,30
SapiSugutKoperasi,1,F12P1,10/06/2017,2452,Ficus,42,16,2,2.8,,30
SapiSugutKoperasi,1,F12P1,10/06/2017,2488,Artocarpus,19,NA,3,2.7,Multiple stems,20
SapiSugutKoperasi,1,F12P1,10/06/2017,2488,Artocarpus,19,NA,3,4.8,Multiple stems,20
SapiSugutKoperasi,1,F12P1,10/06/2017,2488,Artocarpus,19,NA,3,3.2,Multiple stems,20
SapiSugutKoperasi,1,F12P1,10/06/2017,2496,Dryobalanops lanceolata,39,NA,11,5.2,,30
SapiSugutKoperasi,1,F12P1,10/06/2017,2496,Dryobalanops lanceolata,39,NA,11,3.1,,30
SapiSugutKoperasi,1,F12P1,10/06/2017,2496,Dryobalanops lanceolata,39,NA,11,7.6,,30
SapiSugutKoperasi,1,F12P1,10/06/2017,2496,Dryobalanops lanceolata,39,NA,11,4.3,,30
SapiSugutKoperasi,1,F12P1,10/06/2017,2496,Dryobalanops lanceolata,39,NA,11,3.1,,30
SapiSugutKoperasi,1,F12P1,10/06/2017,2496,Dryobalanops lanceolata,39,NA,11,7.5,,30
SapiSugutKoperasi,1,F12P1,10/06/2017,2496,Dryobalanops lanceolata,39,NA,11,3.3,,30
SapiSugutKoperasi,1,F12P1,10/06/2017,2496,Dryobalanops lanceolata,39,NA,11,3.8,,30
SapiSugutKoperasi,1,F12P1,10/06/2017,2496,Dryobalanops lanceolata,39,NA,11,2.8,,30
SapiSugutKoperasi,1,F12P1,10/06/2017,2496,Dryobalanops lanceolata,39,NA,11,3.6,,30
SapiSugutKoperasi,1,F12P1,10/06/2017,2496,Dryobalanops lanceolata,39,NA,11,3.3,,30
SapiSugutKoperasi,1,F12P1,10/06/2017,2498,Artocarpus,41,NA,6,3.1,,30
SapiSugutKoperasi,1,F12P1,10/06/2017,2498,Artocarpus,41,NA,6,4.1,,30
SapiSugutKoperasi,1,F12P1,10/06/2017,2498,Artocarpus,41,NA,6,3.4,,30
SapiSugutKoperasi,1,F12P1,10/06/2017,2498,Artocarpus,41,NA,6,4.1,,30
SapiSugutKoperasi,1,F12P1,10/06/2017,2498,Artocarpus,41,NA,6,8.9,,30
SapiSugutKoperasi,1,F12P1,10/06/2017,2498,Artocarpus,41,NA,6,3.9,,30
SapiSugutKoperasi,1,F12P1,10/06/2017,2503,Macaranga pearsonii,13.9,NA,4,4,,20
SapiSugutKoperasi,1,F12P1,10/06/2017,2503,Macaranga pearsonii,13.9,NA,4,2,,20
SapiSugutKoperasi,1,F12P1,10/06/2017,2503,Macaranga pearsonii,13.9,NA,4,2,,20
SapiSugutKoperasi,1,F12P1,10/06/2017,2503,Macaranga pearsonii,13.9,NA,4,2,,20
SapiSugutKoperasi,1,F12P1,10/06/2017,2508,Dehaasia,41,NA,6,7.7,,30
SapiSugutKoperasi,1,F12P1,10/06/2017,2508,Dehaasia,41,NA,6,8.3,,30
SapiSugutKoperasi,1,F12P1,10/06/2017,2508,Dehaasia,41,NA,6,4.2,,30
SapiSugutKoperasi,1,F12P1,10/06/2017,2508,Dehaasia,41,NA,6,14.8,,30
SapiSugutKoperasi,1,F12P1,10/06/2017,2508,Dehaasia,41,NA,6,3.8,,30
SapiSugutKoperasi,1,F12P1,10/06/2017,2508,Dehaasia,41,NA,6,3.2,,30
SapiSugutKoperasi,1,F12P1,10/06/2017,2511,Shorea,40,NA,15,2,,30
SapiSugutKoperasi,1,F12P1,10/06/2017,2511,Shorea,40,NA,15,2,,30
SapiSugutKoperasi,1,F12P1,10/06/2017,2511,Shorea,40,NA,15,4,,30
SapiSugutKoperasi,1,F12P1,10/06/2017,2511,Shorea,40,NA,15,3,,30
SapiSugutKoperasi,1,F12P1,10/06/2017,2511,Shorea,40,NA,15,3.5,,30
SapiSugutKoperasi,1,F12P1,10/06/2017,2511,Shorea,40,NA,15,6.5,,30
SapiSugutKoperasi,1,F12P1,10/06/2017,2511,Shorea,40,NA,15,7,,30
SapiSugutKoperasi,1,F12P1,10/06/2017,2511,Shorea,40,NA,15,5,,30
SapiSugutKoperasi,1,F12P1,10/06/2017,2511,Shorea,40,NA,15,5,,30
SapiSugutKoperasi,1,F12P1,10/06/2017,2511,Shorea,40,NA,15,4.5,,30
SapiSugutKoperasi,1,F12P1,10/06/2017,2511,Shorea,40,NA,15,5,,30
SapiSugutKoperasi,1,F12P1,10/06/2017,2511,Shorea,40,NA,15,3.5,,30
SapiSugutKoperasi,1,F12P1,10/06/2017,2511,Shorea,40,NA,15,2,,30
SapiSugutKoperasi,1,F12P1,10/06/2017,2511,Shorea,40,NA,15,2,,30
SapiSugutKoperasi,1,F12P1,10/06/2017,2511,Shorea,40,NA,15,2,,30
SriKamusan10ha,2,F13P2,10/09/2017,2536,Microcos,11.2,NA,1,4.5,,20
SriKamusan10ha,2,F13P2,10/09/2017,2557,Scorodocarpus borneensis,55,NA,5,5,,30
SriKamusan10ha,2,F13P2,10/09/2017,2557,Scorodocarpus borneensis,55,NA,5,4,,30
SriKamusan10ha,2,F13P2,10/09/2017,2557,Scorodocarpus borneensis,55,NA,5,12,,30
SriKamusan10ha,2,F13P2,10/09/2017,2557,Scorodocarpus borneensis,55,NA,5,4,,30
SriKamusan10ha,2,F13P2,10/09/2017,2557,Scorodocarpus borneensis,55,NA,5,5.5,,30
SriKamusan10ha,2,F13P2,10/09/2017,2562,Crateva,14.1,NA,9,3.1,,20
